SiteCode,Year,SpeciesCode,ReportItem,ReportItemName,Annual
GR8,2024,PM25,5,High days:,0
GR8,2024,PM25,6,Very High days:,0
GR8,2024,PM25,7,Mean: (AQS Objective < 25ug/m3),7
GR9,2014,NO2,0,Nitrogen Dioxide,-999
GR9,2014,NO2,1,Data capture rate (%):,97
GR9,2014,NO2,2,Hourly max (ug/m3):,236.6
GR9,2014,NO2,3,Low days:,351
GR9,2014,NO2,4,Moderate days:,1
GR9,2014,NO2,5,High days:,0
GR9,2014,NO2,6,Very High days:,0
GR9,2014,NO2,7,Mean: (AQS Objective < 40ug/m3),43
GR9,2014,NO2,7,Annual data capture rate (%):,97
GR9,2014,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),2
GR9,2014,O3,0,Ozone,-999
GR9,2014,O3,1,Data capture rate (%):,93
GR9,2014,O3,2,Rolling 8hr max (ug/m3):,105.7
GR9,2014,O3,3,Low days:,334
GR9,2014,O3,4,Moderate days:,0
GR9,2014,O3,5,High days:,0
GR9,2014,O3,6,Very High days:,0
GR9,2014,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR9,2014,O3,7,Annual data capture rate (%):,93
GR9,2014,PM10,0,PM10 Particulates,-999
GR9,2014,PM10,1,Data capture rate (%):,93
GR9,2014,PM10,2,Hourly mean (ug/m3):,40.2
GR9,2014,PM10,3,Low days:,319
GR9,2014,PM10,4,Moderate days:,15
GR9,2014,PM10,5,High days:,3
GR9,2014,PM10,6,Very High days:,0
GR9,2014,PM10,7,Mean: (AQS Objective < 40ug/m3),25
GR9,2014,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),19
GR9,2014,PM10,7,Annual data capture rate (%):,93
GR9,2014,PM25,0,PM2.5 Particulates,-999
GR9,2014,PM25,1,Data capture rate (%):,95
GR9,2014,PM25,2,Hourly mean (ug/m3):,27.7
GR9,2014,PM25,3,Low days:,323
GR9,2014,PM25,4,Moderate days:,19
GR9,2014,PM25,5,High days:,2
GR9,2014,PM25,6,Very High days:,0
GR9,2014,PM25,7,Mean: (AQS Objective < 25ug/m3),-999
GR9,2015,NO2,0,Nitrogen Dioxide,-999
GR9,2015,NO2,1,Data capture rate (%):,98
GR9,2015,NO2,2,Hourly max (ug/m3):,185.3
GR9,2015,NO2,3,Low days:,357
GR9,2015,NO2,4,Moderate days:,0
GR9,2015,NO2,5,High days:,0
GR9,2015,NO2,6,Very High days:,0
GR9,2015,NO2,7,Mean: (AQS Objective < 40ug/m3),40
GR9,2015,NO2,7,Annual data capture rate (%):,98
GR9,2015,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2015,O3,0,Ozone,-999
GR9,2015,O3,1,Data capture rate (%):,92
GR9,2015,O3,2,Rolling 8hr max (ug/m3):,114.6
GR9,2015,O3,3,Low days:,333
GR9,2015,O3,4,Moderate days:,1
GR9,2015,O3,5,High days:,0
GR9,2015,O3,6,Very High days:,0
GR9,2015,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),1
GR9,2015,O3,7,Annual data capture rate (%):,92
GR9,2015,PM10,0,PM10 Particulates,-999
GR9,2015,PM10,1,Data capture rate (%):,92
GR9,2015,PM10,2,Hourly mean (ug/m3):,35.8
GR9,2015,PM10,3,Low days:,327
GR9,2015,PM10,4,Moderate days:,6
GR9,2015,PM10,5,High days:,1
GR9,2015,PM10,6,Very High days:,0
GR9,2015,PM10,7,Mean: (AQS Objective < 40ug/m3),22
GR9,2015,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),9
GR9,2015,PM10,7,Annual data capture rate (%):,92
GR9,2015,PM25,0,PM2.5 Particulates,-999
GR9,2015,PM25,1,Data capture rate (%):,99
GR9,2015,PM25,2,Hourly mean (ug/m3):,22.9
GR9,2015,PM25,3,Low days:,345
GR9,2015,PM25,4,Moderate days:,11
GR9,2015,PM25,5,High days:,1
GR9,2015,PM25,6,Very High days:,0
GR9,2015,PM25,7,Mean: (AQS Objective < 25ug/m3),13
GR9,2016,NO2,0,Nitrogen Dioxide,-999
GR9,2016,NO2,1,Data capture rate (%):,95
GR9,2016,NO2,2,Hourly max (ug/m3):,237.3
GR9,2016,NO2,3,Low days:,345
GR9,2016,NO2,4,Moderate days:,2
GR9,2016,NO2,5,High days:,0
GR9,2016,NO2,6,Very High days:,0
GR9,2016,NO2,7,Mean: (AQS Objective < 40ug/m3),42
GR9,2016,NO2,7,Annual data capture rate (%):,95
GR9,2016,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),9
GR9,2016,O3,0,Ozone,-999
GR9,2016,O3,1,Data capture rate (%):,96
GR9,2016,O3,2,Rolling 8hr max (ug/m3):,115.3
GR9,2016,O3,3,Low days:,350
GR9,2016,O3,4,Moderate days:,0
GR9,2016,O3,5,High days:,0
GR9,2016,O3,6,Very High days:,0
GR9,2016,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR9,2016,O3,7,Annual data capture rate (%):,96
GR9,2016,PM10,0,PM10 Particulates,-999
GR9,2016,PM10,1,Data capture rate (%):,96
GR9,2016,PM10,2,Hourly mean (ug/m3):,37.9
GR9,2016,PM10,3,Low days:,331
GR9,2016,PM10,4,Moderate days:,9
GR9,2016,PM10,5,High days:,3
GR9,2016,PM10,6,Very High days:,0
GR9,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),23
GR9,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),15
GR9,2016,PM10,7,Annual data capture rate (%):,96
GR9,2016,PM25,0,PM2.5 Particulates,-999
GR9,2016,PM25,1,Data capture rate (%):,94
GR9,2016,PM25,2,Hourly mean (ug/m3):,23
GR9,2016,PM25,3,Low days:,331
GR9,2016,PM25,4,Moderate days:,7
GR9,2016,PM25,5,High days:,1
GR9,2016,PM25,6,Very High days:,1
GR9,2016,PM25,7,Mean: (AQS Objective < 25ug/m3),13
GR9,2017,NO2,0,Nitrogen Dioxide,-999
GR9,2017,NO2,1,Data capture rate (%):,97
GR9,2017,NO2,2,Hourly max (ug/m3):,232.3
GR9,2017,NO2,3,Low days:,353
GR9,2017,NO2,4,Moderate days:,1
GR9,2017,NO2,5,High days:,0
GR9,2017,NO2,6,Very High days:,0
GR9,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),39
GR9,2017,NO2,7,Annual data capture rate (%):,97
GR9,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),2
GR9,2017,O3,0,Ozone,-999
GR9,2017,O3,1,Data capture rate (%):,97
GR9,2017,O3,2,Rolling 8hr max (ug/m3):,98.2
GR9,2017,O3,3,Low days:,350
GR9,2017,O3,4,Moderate days:,0
GR9,2017,O3,5,High days:,0
GR9,2017,O3,6,Very High days:,0
GR9,2017,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR9,2017,O3,7,Annual data capture rate (%):,97
GR9,2017,PM10,0,PM10 Particulates,-999
GR9,2017,PM10,1,Data capture rate (%):,97
GR9,2017,PM10,2,Hourly mean (ug/m3):,37.7
GR9,2017,PM10,3,Low days:,339
GR9,2017,PM10,4,Moderate days:,12
GR9,2017,PM10,5,High days:,2
GR9,2017,PM10,6,Very High days:,0
GR9,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),21
GR9,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),16
GR9,2017,PM10,7,Annual data capture rate (%):,97
GR9,2017,PM25,0,PM2.5 Particulates,-999
GR9,2017,PM25,1,Data capture rate (%):,99
GR9,2017,PM25,2,Hourly mean (ug/m3):,22.3
GR9,2017,PM25,3,Low days:,347
GR9,2017,PM25,4,Moderate days:,13
GR9,2017,PM25,5,High days:,0
GR9,2017,PM25,6,Very High days:,2
GR9,2017,PM25,7,Mean: (AQS Objective < 25ug/m3),11
GR9,2018,NO2,0,Nitrogen Dioxide,-999
GR9,2018,NO2,1,Data capture rate (%):,97
GR9,2018,NO2,2,Hourly max (ug/m3):,179.3
GR9,2018,NO2,3,Low days:,353
GR9,2018,NO2,4,Moderate days:,0
GR9,2018,NO2,5,High days:,0
GR9,2018,NO2,6,Very High days:,0
GR9,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),38
GR9,2018,NO2,7,Annual data capture rate (%):,97
GR9,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2018,O3,0,Ozone,-999
GR9,2018,O3,1,Data capture rate (%):,97
GR9,2018,O3,2,Rolling 8hr max (ug/m3):,132
GR9,2018,O3,3,Low days:,352
GR9,2018,O3,4,Moderate days:,3
GR9,2018,O3,5,High days:,0
GR9,2018,O3,6,Very High days:,0
GR9,2018,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),3
GR9,2018,O3,7,Annual data capture rate (%):,97
GR9,2018,PM10,0,PM10 Particulates,-999
GR9,2018,PM10,1,Data capture rate (%):,97
GR9,2018,PM10,2,Hourly mean (ug/m3):,30.4
GR9,2018,PM10,3,Low days:,350
GR9,2018,PM10,4,Moderate days:,2
GR9,2018,PM10,5,High days:,1
GR9,2018,PM10,6,Very High days:,0
GR9,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),18
GR9,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
GR9,2018,PM10,7,Annual data capture rate (%):,97
GR9,2018,PM25,0,PM2.5 Particulates,-999
GR9,2018,PM25,1,Data capture rate (%):,100
GR9,2018,PM25,2,Hourly mean (ug/m3):,20.2
GR9,2018,PM25,3,Low days:,352
GR9,2018,PM25,4,Moderate days:,9
GR9,2018,PM25,5,High days:,1
GR9,2018,PM25,6,Very High days:,0
GR9,2018,PM25,7,Mean: (AQS Objective < 25ug/m3),11
GR9,2019,NO2,0,Nitrogen Dioxide,-999
GR9,2019,NO2,1,Data capture rate (%):,97
GR9,2019,NO2,2,Hourly max (ug/m3):,128.4
GR9,2019,NO2,3,Low days:,355
GR9,2019,NO2,4,Moderate days:,0
GR9,2019,NO2,5,High days:,0
GR9,2019,NO2,6,Very High days:,0
GR9,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),34
GR9,2019,NO2,7,Annual data capture rate (%):,97
GR9,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2019,O3,0,Ozone,-999
GR9,2019,O3,1,Data capture rate (%):,68
GR9,2019,O3,2,Rolling 8hr max (ug/m3):,97.5
GR9,2019,O3,3,Low days:,247
GR9,2019,O3,4,Moderate days:,0
GR9,2019,O3,5,High days:,0
GR9,2019,O3,6,Very High days:,0
GR9,2019,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR9,2019,O3,7,Annual data capture rate (%):,68
GR9,2019,PM10,0,PM10 Particulates,-999
GR9,2019,PM10,1,Data capture rate (%):,62
GR9,2019,PM10,2,Hourly mean (ug/m3):,29.3
GR9,2019,PM10,3,Low days:,220
GR9,2019,PM10,4,Moderate days:,2
GR9,2019,PM10,5,High days:,0
GR9,2019,PM10,6,Very High days:,0
GR9,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),17
GR9,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),2
GR9,2019,PM10,7,Annual data capture rate (%):,62
GR9,2019,PM25,0,PM2.5 Particulates,-999
GR9,2019,PM25,1,Data capture rate (%):,99
GR9,2019,PM25,2,Hourly mean (ug/m3):,19.4
GR9,2019,PM25,3,Low days:,352
GR9,2019,PM25,4,Moderate days:,9
GR9,2019,PM25,5,High days:,1
GR9,2019,PM25,6,Very High days:,0
GR9,2019,PM25,7,Mean: (AQS Objective < 25ug/m3),10
GR9,2020,NO2,0,Nitrogen Dioxide,-999
GR9,2020,NO2,1,Data capture rate (%):,100
GR9,2020,NO2,2,Hourly max (ug/m3):,143.3
GR9,2020,NO2,3,Low days:,366
GR9,2020,NO2,4,Moderate days:,0
GR9,2020,NO2,5,High days:,0
GR9,2020,NO2,6,Very High days:,0
GR9,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),25
GR9,2020,NO2,7,Annual data capture rate (%):,100
GR9,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2020,O3,0,Ozone,-999
GR9,2020,O3,1,Data capture rate (%):,87
GR9,2020,O3,2,Rolling 8hr max (ug/m3):,143.6
GR9,2020,O3,3,Low days:,310
GR9,2020,O3,4,Moderate days:,8
GR9,2020,O3,5,High days:,0
GR9,2020,O3,6,Very High days:,0
GR9,2020,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),8
GR9,2020,O3,7,Annual data capture rate (%):,88
GR9,2020,PM10,0,PM10 Particulates,-999
GR9,2020,PM10,1,Data capture rate (%):,81
GR9,2020,PM10,2,Hourly mean (ug/m3):,33.4
GR9,2020,PM10,3,Low days:,291
GR9,2020,PM10,4,Moderate days:,4
GR9,2020,PM10,5,High days:,1
GR9,2020,PM10,6,Very High days:,0
GR9,2020,PM10,7,Mean: (AQS Objective < 40ug/m3),19
GR9,2020,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),5
GR9,2020,PM10,7,Annual data capture rate (%):,81
GR9,2020,PM25,0,PM2.5 Particulates,-999
GR9,2020,PM25,1,Data capture rate (%):,92
GR9,2020,PM25,2,Hourly mean (ug/m3):,16.7
GR9,2020,PM25,3,Low days:,327
GR9,2020,PM25,4,Moderate days:,5
GR9,2020,PM25,5,High days:,0
GR9,2020,PM25,6,Very High days:,0
GR9,2020,PM25,7,Mean: (AQS Objective < 25ug/m3),8
GR9,2021,NO2,0,Nitrogen Dioxide,-999
GR9,2021,NO2,1,Data capture rate (%):,94
GR9,2021,NO2,2,Hourly max (ug/m3):,122.6
GR9,2021,NO2,3,Low days:,343
GR9,2021,NO2,4,Moderate days:,0
GR9,2021,NO2,5,High days:,0
GR9,2021,NO2,6,Very High days:,0
GR9,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),26
GR9,2021,NO2,7,Annual data capture rate (%):,94
GR9,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2021,O3,0,Ozone,-999
GR9,2021,O3,1,Data capture rate (%):,38
GR9,2021,O3,2,Rolling 8hr max (ug/m3):,104.9
GR9,2021,O3,3,Low days:,138
GR9,2021,O3,4,Moderate days:,0
GR9,2021,O3,5,High days:,0
GR9,2021,O3,6,Very High days:,0
GR9,2021,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR9,2021,O3,7,Annual data capture rate (%):,38
GR9,2021,PM10,0,PM10 Particulates,-999
GR9,2021,PM10,1,Data capture rate (%):,94
GR9,2021,PM10,2,Hourly mean (ug/m3):,29.9
GR9,2021,PM10,3,Low days:,341
GR9,2021,PM10,4,Moderate days:,1
GR9,2021,PM10,5,High days:,0
GR9,2021,PM10,6,Very High days:,0
GR9,2021,PM10,7,Mean: (AQS Objective < 40ug/m3),17
GR9,2021,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
GR9,2021,PM10,7,Annual data capture rate (%):,94
GR9,2021,PM25,0,PM2.5 Particulates,-999
GR9,2021,PM25,1,Data capture rate (%):,87
GR9,2021,PM25,2,Hourly mean (ug/m3):,14.3
GR9,2021,PM25,3,Low days:,317
GR9,2021,PM25,4,Moderate days:,0
GR9,2021,PM25,5,High days:,0
GR9,2021,PM25,6,Very High days:,0
GR9,2021,PM25,7,Mean: (AQS Objective < 25ug/m3),7
GR9,2022,NO2,0,Nitrogen Dioxide,-999
GR9,2022,NO2,1,Data capture rate (%):,73
GR9,2022,NO2,2,Hourly max (ug/m3):,110
GR9,2022,NO2,3,Low days:,263
GR9,2022,NO2,4,Moderate days:,0
GR9,2022,NO2,5,High days:,0
GR9,2022,NO2,6,Very High days:,0
GR9,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),23
GR9,2022,NO2,7,Annual data capture rate (%):,73
GR9,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2022,O3,0,Ozone,-999
GR9,2022,O3,1,Data capture rate (%):,89
GR9,2022,O3,2,Rolling 8hr max (ug/m3):,144.2
GR9,2022,O3,3,Low days:,313
GR9,2022,O3,4,Moderate days:,7
GR9,2022,O3,5,High days:,0
GR9,2022,O3,6,Very High days:,0
GR9,2022,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),8
GR9,2022,O3,7,Annual data capture rate (%):,89
GR9,2022,PM10,0,PM10 Particulates,-999
GR9,2022,PM10,1,Data capture rate (%):,98
GR9,2022,PM10,2,Hourly mean (ug/m3):,32.2
GR9,2022,PM10,3,Low days:,355
GR9,2022,PM10,4,Moderate days:,2
GR9,2022,PM10,5,High days:,0
GR9,2022,PM10,6,Very High days:,0
GR9,2022,PM10,7,Mean: (AQS Objective < 40ug/m3),18
GR9,2022,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),2
GR9,2022,PM10,7,Annual data capture rate (%):,98
GR9,2022,PM25,0,PM2.5 Particulates,-999
GR9,2022,PM25,1,Data capture rate (%):,58
GR9,2022,PM25,2,Hourly mean (ug/m3):,18.2
GR9,2022,PM25,3,Low days:,206
GR9,2022,PM25,4,Moderate days:,3
GR9,2022,PM25,5,High days:,0
GR9,2022,PM25,6,Very High days:,0
GR9,2022,PM25,7,Mean: (AQS Objective < 25ug/m3),10
GR9,2023,NO2,0,Nitrogen Dioxide,-999
GR9,2023,NO2,1,Data capture rate (%):,100
GR9,2023,NO2,2,Hourly max (ug/m3):,108.1
GR9,2023,NO2,3,Low days:,365
GR9,2023,NO2,4,Moderate days:,0
GR9,2023,NO2,5,High days:,0
GR9,2023,NO2,6,Very High days:,0
GR9,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),21
GR9,2023,NO2,7,Annual data capture rate (%):,100
GR9,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2023,O3,0,Ozone,-999
GR9,2023,O3,1,Data capture rate (%):,2
GR9,2023,O3,2,Rolling 8hr max (ug/m3):,74
GR9,2023,O3,3,Low days:,4
GR9,2023,O3,4,Moderate days:,0
GR9,2023,O3,5,High days:,0
GR9,2023,O3,6,Very High days:,0
GR9,2023,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR9,2023,O3,7,Annual data capture rate (%):,2
GR9,2023,PM10,0,PM10 Particulates,-999
GR9,2023,PM10,1,Data capture rate (%):,100
GR9,2023,PM10,2,Hourly mean (ug/m3):,26.9
GR9,2023,PM10,3,Low days:,364
GR9,2023,PM10,4,Moderate days:,0
GR9,2023,PM10,5,High days:,0
GR9,2023,PM10,6,Very High days:,0
GR9,2023,PM10,7,Mean: (AQS Objective < 40ug/m3),15
GR9,2023,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
GR9,2023,PM10,7,Annual data capture rate (%):,100
GR9,2023,PM25,0,PM2.5 Particulates,-999
GR9,2023,PM25,1,Data capture rate (%):,98
GR9,2023,PM25,2,Hourly mean (ug/m3):,16.6
GR9,2023,PM25,3,Low days:,355
GR9,2023,PM25,4,Moderate days:,2
GR9,2023,PM25,5,High days:,0
GR9,2023,PM25,6,Very High days:,0
GR9,2023,PM25,7,Mean: (AQS Objective < 25ug/m3),10
GR9,2024,NO2,0,Nitrogen Dioxide,-999
GR9,2024,NO2,1,Data capture rate (%):,75
GR9,2024,NO2,2,Hourly max (ug/m3):,81.3
GR9,2024,NO2,3,Low days:,274
GR9,2024,NO2,4,Moderate days:,0
GR9,2024,NO2,5,High days:,0
GR9,2024,NO2,6,Very High days:,0
GR9,2024,NO2,7,Mean: (AQS Objective < 40ug/m3),17
GR9,2024,NO2,7,Annual data capture rate (%):,75
GR9,2024,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR9,2024,O3,0,Ozone,-999
GR9,2024,O3,1,Data capture rate (%):,1
GR9,2024,O3,2,Rolling 8hr max (ug/m3):,-999
GR9,2024,O3,3,Low days:,0
GR9,2024,O3,4,Moderate days:,0
GR9,2024,O3,5,High days:,0
GR9,2024,O3,6,Very High days:,0
GR9,2024,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR9,2024,O3,7,Annual data capture rate (%):,1
GR9,2024,PM10,0,PM10 Particulates,-999
GR9,2024,PM10,1,Data capture rate (%):,73
GR9,2024,PM10,2,Hourly mean (ug/m3):,27.6
GR9,2024,PM10,3,Low days:,266
GR9,2024,PM10,4,Moderate days:,0
GR9,2024,PM10,5,High days:,0
GR9,2024,PM10,6,Very High days:,0
GR9,2024,PM10,7,Mean: (AQS Objective < 40ug/m3),15
GR9,2024,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
GR9,2024,PM10,7,Annual data capture rate (%):,73
GR9,2024,PM25,0,PM2.5 Particulates,-999
GR9,2024,PM25,1,Data capture rate (%):,72
GR9,2024,PM25,2,Hourly mean (ug/m3):,15
GR9,2024,PM25,3,Low days:,257
GR9,2024,PM25,4,Moderate days:,0
GR9,2024,PM25,5,High days:,0
GR9,2024,PM25,6,Very High days:,0
GR9,2024,PM25,7,Mean: (AQS Objective < 25ug/m3),8
GV1,2018,NO2,0,Nitrogen Dioxide,-999
GV1,2018,NO2,1,Data capture rate (%):,1
GV1,2018,NO2,2,Hourly max (ug/m3):,55.4
GV1,2018,NO2,3,Low days:,2
GV1,2018,NO2,4,Moderate days:,0
GV1,2018,NO2,5,High days:,0
GV1,2018,NO2,6,Very High days:,0
GV1,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),29
GV1,2018,NO2,7,Annual data capture rate (%):,1
GV1,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV1,2019,NO2,0,Nitrogen Dioxide,-999
GV1,2019,NO2,1,Data capture rate (%):,98
GV1,2019,NO2,2,Hourly max (ug/m3):,126.9
GV1,2019,NO2,3,Low days:,354
GV1,2019,NO2,4,Moderate days:,0
GV1,2019,NO2,5,High days:,0
GV1,2019,NO2,6,Very High days:,0
GV1,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),35
GV1,2019,NO2,7,Annual data capture rate (%):,98
GV1,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV1,2020,NO2,0,Nitrogen Dioxide,-999
GV1,2020,NO2,1,Data capture rate (%):,99
GV1,2020,NO2,2,Hourly max (ug/m3):,139.4
GV1,2020,NO2,3,Low days:,362
GV1,2020,NO2,4,Moderate days:,0
GV1,2020,NO2,5,High days:,0
GV1,2020,NO2,6,Very High days:,0
GV1,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),23
GV1,2020,NO2,7,Annual data capture rate (%):,99
GV1,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV1,2021,NO2,0,Nitrogen Dioxide,-999
GV1,2021,NO2,1,Data capture rate (%):,72
GV1,2021,NO2,2,Hourly max (ug/m3):,122.7
GV1,2021,NO2,3,Low days:,270
GV1,2021,NO2,4,Moderate days:,0
GV1,2021,NO2,5,High days:,0
GV1,2021,NO2,6,Very High days:,0
GV1,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),22
GV1,2021,NO2,7,Annual data capture rate (%):,72
GV1,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV1,2022,NO2,0,Nitrogen Dioxide,-999
GV1,2022,NO2,1,Data capture rate (%):,91
GV1,2022,NO2,2,Hourly max (ug/m3):,125.1
GV1,2022,NO2,3,Low days:,349
GV1,2022,NO2,4,Moderate days:,0
GV1,2022,NO2,5,High days:,0
GV1,2022,NO2,6,Very High days:,0
GV1,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),25
GV1,2022,NO2,7,Annual data capture rate (%):,91
GV1,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV1,2023,NO2,0,Nitrogen Dioxide,-999
GV1,2023,NO2,1,Data capture rate (%):,82
GV1,2023,NO2,2,Hourly max (ug/m3):,144.2
GV1,2023,NO2,3,Low days:,313
GV1,2023,NO2,4,Moderate days:,0
GV1,2023,NO2,5,High days:,0
GV1,2023,NO2,6,Very High days:,0
GV1,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),25
GV1,2023,NO2,7,Annual data capture rate (%):,82
GV1,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV2,2019,NO2,0,Nitrogen Dioxide,-999
GV2,2019,NO2,1,Data capture rate (%):,34
GV2,2019,NO2,2,Hourly max (ug/m3):,110.9
GV2,2019,NO2,3,Low days:,122
GV2,2019,NO2,4,Moderate days:,0
GV2,2019,NO2,5,High days:,0
GV2,2019,NO2,6,Very High days:,0
GV2,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),43
GV2,2019,NO2,7,Annual data capture rate (%):,34
GV2,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV2,2020,NO2,0,Nitrogen Dioxide,-999
GV2,2020,NO2,1,Data capture rate (%):,98
GV2,2020,NO2,2,Hourly max (ug/m3):,120
GV2,2020,NO2,3,Low days:,359
GV2,2020,NO2,4,Moderate days:,0
GV2,2020,NO2,5,High days:,0
GV2,2020,NO2,6,Very High days:,0
GV2,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),28
GV2,2020,NO2,7,Annual data capture rate (%):,99
GV2,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV2,2021,NO2,0,Nitrogen Dioxide,-999
GV2,2021,NO2,1,Data capture rate (%):,97
GV2,2021,NO2,2,Hourly max (ug/m3):,110.1
GV2,2021,NO2,3,Low days:,365
GV2,2021,NO2,4,Moderate days:,0
GV2,2021,NO2,5,High days:,0
GV2,2021,NO2,6,Very High days:,0
GV2,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),30
GV2,2021,NO2,7,Annual data capture rate (%):,97
GV2,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV2,2022,NO2,0,Nitrogen Dioxide,-999
GV2,2022,NO2,1,Data capture rate (%):,95
GV2,2022,NO2,2,Hourly max (ug/m3):,125.2
GV2,2022,NO2,3,Low days:,365
GV2,2022,NO2,4,Moderate days:,0
GV2,2022,NO2,5,High days:,0
GV2,2022,NO2,6,Very High days:,0
GV2,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),32
GV2,2022,NO2,7,Annual data capture rate (%):,95
GV2,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV2,2023,NO2,0,Nitrogen Dioxide,-999
GV2,2023,NO2,1,Data capture rate (%):,96
GV2,2023,NO2,2,Hourly max (ug/m3):,123
GV2,2023,NO2,3,Low days:,365
GV2,2023,NO2,4,Moderate days:,0
GV2,2023,NO2,5,High days:,0
GV2,2023,NO2,6,Very High days:,0
GV2,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),27
GV2,2023,NO2,7,Annual data capture rate (%):,96
GV2,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GV2,2024,NO2,0,Nitrogen Dioxide,-999
GV2,2024,NO2,1,Data capture rate (%):,2
GV2,2024,NO2,2,Hourly max (ug/m3):,62.1
GV2,2024,NO2,3,Low days:,7
GV2,2024,NO2,4,Moderate days:,0
GV2,2024,NO2,5,High days:,0
GV2,2024,NO2,6,Very High days:,0
GV2,2024,NO2,7,Mean: (AQS Objective < 40ug/m3),25
GV2,2024,NO2,7,Annual data capture rate (%):,2
